sitio,area,zona,region,es_aprobado,uso_faenas,uso_carnadas,flag_tipo,similar_a,similitud_pct
El Rodadero Portugués,CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,23,0,POSIBLE_DUPLICADO,El Rodadero PNAES,79
Ensenada Grande,PNAES-Noroeste,PNAES,Golfo de California,False,23,0,POSIBLE_DUPLICADO,Ensenada Verde,83
La Chancleta,Pendiente,Cerralvo,Golfo de California,False,23,0,,,
La Costilla,ND,ND,Golfo de California,False,23,0,POSIBLE_DUPLICADO,La Costa,84
Los Bajos,CS-Bajos del sur,Corredor sur,Golfo de California,False,23,0,DUPLICADO_PROBABLE,Los Ajos,94
Los Barriles,Pendiente,Cerralvo,Golfo de California,False,23,0,POSIBLE_DUPLICADO,Los Frailes,78
Pichilingue,Pendiente,Cerralvo,Golfo de California,False,23,0,,,
Piedra de Zuñiga,ND,ND,Golfo de California,False,23,0,DUPLICADO_EXACTO,Piedra de Zúñiga,100
Altamar,ND,ND,Golfo de California,False,22,0,,,
bocana,ND,ND,Golfo de California,False,22,0,DUPLICADO_EXACTO,Bocana,100
Cáncamo San José,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,22,0,POSIBLE_DUPLICADO,Cáncamo San Diego,79
La Costa,Pendiente,Cerralvo,Golfo de California,False,22,0,POSIBLE_DUPLICADO,La Costilla,84
Las Minas,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,22,0,POSIBLE_DUPLICADO,Las Minitas,90
Punta Isla,Pendiente,Cerralvo,Golfo de California,False,22,0,POSIBLE_DUPLICADO,La punta,89
Sur de San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,22,0,POSIBLE_DUPLICADO,Este de San Diego,85
Isla del Carmen,ND,ND,Golfo de California,False,21,0,,,
La Iguana,PNAES-Noreste,PNAES,Golfo de California,False,21,0,POSIBLE_DUPLICADO,La Giganta,84
Barra,ND,ND,Golfo de California,False,20,0,POSIBLE_DUPLICADO,Barrita,83
Boca del Álamo,Pendiente,Cerralvo,Golfo de California,False,20,0,,,
Dos Arroyos,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,20,0,,,
El Morro,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,20,0,POSIBLE_DUPLICADO,El Torero,82
La Cocina,CS-Afuera de La Cocina,Corredor sur,Golfo de California,False,20,0,,,
La Palmita,CS-Isla San José: Calabozo a Punta Colorada,Corredor sur,Golfo de California,False,20,0,POSIBLE_DUPLICADO,Las Palmitas,91
Los Árboles,ND,ND,Golfo de California,False,20,0,DUPLICADO_EXACTO,Los Arboles,100
Norte de Isla Montserrat,CN-Norte de Las Galeras,Corredor norte,Golfo de California,False,20,0,POSIBLE_DUPLICADO,Sur de Isla Montserrat,87
Oeste de San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,20,0,DUPLICADO_PROBABLE,Este de San Diego,97
Agua Amarga,Pendiente,Cerralvo,Golfo de California,False,19,0,,,
Bajo Tio Kirri (La Bocana),ND,ND,Golfo de California,False,19,0,POSIBLE_DUPLICADO,Tio quirri (la bocana),83
Bocana Cadejé,ND,ND,Golfo de California,False,19,0,,,
Charco Azul Punta Coyote,CS-El Coyote,Corredor sur,Golfo de California,False,19,0,,,
La Reynita,CS-Afuera de Isla San José,Corredor sur,Golfo de California,False,19,0,,,
Los Cantiles,CN-Tembabiche,Corredor norte,Golfo de California,False,19,0,POSIBLE_DUPLICADO,Los Frailes,78
Piedra Angelito,Pendiente,Cerralvo,Golfo de California,False,19,0,POSIBLE_DUPLICADO,Piedra El Ángel,80
Bahía Tortugas,ND,ND,Golfo de California,False,18,0,,,
Bajo Imán,Pendiente,Cerralvo,Golfo de California,False,18,0,POSIBLE_DUPLICADO,Bajo Aciano,80
Bajo norte,Pendiente,Cerralvo,Golfo de California,False,18,0,DUPLICADO_EXACTO,Bajo Norte,100
Barra La Pitahaya,La Barra,Pacífico norte,Pacífico,False,18,0,POSIBLE_DUPLICADO,Arroyo La Pitahaya,86
Cerro Blanco,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,18,0,,,
El Cerro,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,18,0,POSIBLE_DUPLICADO,El Charro,82
El Conchal,ND,ND,Golfo de California,False,18,0,POSIBLE_DUPLICADO,La Concha,84
La Caguamera,ND,ND,Golfo de California,False,18,0,DUPLICADO_EXACTO,la caguamera,100
La Lobera,ND,ND,Golfo de California,False,18,0,DUPLICADO_EXACTO,La lobera,100
Los Paredones,Pendiente,Cerralvo,Golfo de California,False,18,0,DUPLICADO_EXACTO,Los Paredones,100
San Evaristito,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,18,0,DUPLICADO_PROBABLE,San Evaristo,92
San Gabriel,PNAES-Suroeste,PNAES,Golfo de California,False,18,0,POSIBLE_DUPLICADO,Punta San Gabriel,79
Bajo Monchi,ND,ND,Golfo de California,False,17,0,DUPLICADO_EXACTO,Bajo monchi,100
Barco Mechudo,CS-Barra La Lobera,Corredor sur,Golfo de California,False,17,0,,,
Las 13,ND,ND,Golfo de California,False,17,0,POSIBLE_DUPLICADO,Las 12,83
Los Careyeros,Pendiente,Cerralvo,Golfo de California,False,17,0,,,
Petroleo,CN-Bajo Norte Isla Catalana,Corredor norte,Golfo de California,False,17,0,,,
Piedra del torero,ND,ND,Golfo de California,False,17,0,DUPLICADO_EXACTO,Piedra del Torero,100
Punta Abaroa,ND,ND,Golfo de California,False,17,0,POSIBLE_DUPLICADO,Punta Baja,82
Punta Arenas Cerralvo,Pendiente,Cerralvo,Golfo de California,False,17,0,POSIBLE_DUPLICADO,La Reyna Cerralvo,79
Punta del Pargo,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,17,0,POSIBLE_DUPLICADO,Punta del Bajo,83
Santa Martha,CN-Costa de La Ballena a San Mateo,Corredor norte,Golfo de California,False,17,0,POSIBLE_DUPLICADO,Santa Clara,78
El Kino,ND,ND,Golfo de California,False,16,0,DUPLICADO_EXACTO,El kino,100
Estero,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,16,0,DUPLICADO_EXACTO,Estero,100
La México,ND,ND,Golfo de California,False,16,0,,,
Las 14,CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,16,0,POSIBLE_DUPLICADO,Las 12,83
Las Ramas,ND,ND,Golfo de California,False,16,0,POSIBLE_DUPLICADO,Las Animas,84
Norte de Isla San José,CS-Afuera de Palma Sola y Angelitos,Corredor sur,Golfo de California,False,16,0,POSIBLE_DUPLICADO,Sur de Isla San José,86
Punta del Cerro,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,16,0,POSIBLE_DUPLICADO,Punta del Pargo,80
Sachita,ND,ND,Golfo de California,False,16,0,DUPLICADO_EXACTO,sachita,100
El Bajo (Las Balizas),Bahía de La Paz,Bahía de La Paz,Golfo de California,False,15,0,,,
El Barco,CS-Barra La Lobera,Corredor sur,Golfo de California,False,15,0,DUPLICADO_EXACTO,El Barco,100
El Milagro,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,15,0,,,
Kino,ND,ND,Golfo de California,False,15,0,DUPLICADO_EXACTO,kino,100
Los Pargos,CN-Costa de La Ballena a San Mateo,Corredor norte,Golfo de California,False,15,0,DUPLICADO_EXACTO,Los Pargos,100
Afuera de La Dispensa,PNAES-Suroeste,PNAES,Golfo de California,False,14,0,,,
Caguamera,ND,ND,Golfo de California,False,14,0,POSIBLE_DUPLICADO,La Caguamera,86
El Desague,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,14,0,,,
El Faro y El Cementerio,ND,ND,Golfo de California,False,14,0,,,
El Monchi,ND,ND,Golfo de California,False,14,0,DUPLICADO_EXACTO,El monchi,100
La Barrita San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,14,0,,,
La mancha,ND,ND,Golfo de California,False,14,0,DUPLICADO_EXACTO,La Mancha,100
Las Casitas,Puerto Nuevo,Pacífico norte,Pacífico,False,14,0,DUPLICADO_EXACTO,Las casitas,100
Lomitas,ND,ND,Golfo de California,False,14,0,,,
Muro,ND,ND,Golfo de California,False,14,0,,,
Punta Verde,Estero El Cardón,San Ignacio,Pacífico,False,14,0,,,
Sandoval,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,14,0,POSIBLE_DUPLICADO,El Sandoval,84
Teti,ND,ND,Golfo de California,False,14,0,,,
Balandra,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,13,0,,,
Bufeo,ND,ND,Golfo de California,False,13,0,DUPLICADO_EXACTO,bufeo,100
El Corrizo,ND,ND,Golfo de California,False,13,0,POSIBLE_DUPLICADO,El Carrizo,90
El coyote,ND,ND,Golfo de California,False,13,0,DUPLICADO_EXACTO,El Coyote,100
El Mostrador,Pendiente,Cerralvo,Golfo de California,False,13,0,,,
Este de El Mangle Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,13,0,POSIBLE_DUPLICADO,El Mangle Tembabiche,83
Gavilancito,CN-Punta Berrendo,Corredor norte,Golfo de California,False,13,0,,,
La Amargura,Puerto Nuevo,Pacífico norte,Pacífico,False,13,0,,,
Línea,ND,ND,Golfo de California,False,13,0,,,
Los Pericos,ND,ND,Golfo de California,False,13,0,POSIBLE_DUPLICADO,Los Pinos,80
PUNTA ABREOJOS,ND,ND,Golfo de California,False,13,0,DUPLICADO_EXACTO,Punta Abreojos,100
Afuera de Los Angelitos,CS-Afuera de Palma Sola y Angelitos,Corredor sur,Golfo de California,False,12,0,POSIBLE_DUPLICADO,Afuera de Las Animas,79
Bajo Norte,Pendiente,Cerralvo,Golfo de California,False,12,0,DUPLICADO_EXACTO,Bajo norte,100
El Arco,ND,ND,Golfo de California,False,12,0,DUPLICADO_PROBABLE,El Barco,93
El Cantamar,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,12,0,,,
IES/Sur,PNAES-Suroeste,PNAES,Golfo de California,False,12,0,,,
La Conquista,Pendiente,Cerralvo,Golfo de California,False,12,0,POSIBLE_DUPLICADO,La Costa,80
La luna,ND,ND,Golfo de California,False,12,0,DUPLICADO_EXACTO,La Luna,100
La Morga,ND,ND,Golfo de California,False,12,0,POSIBLE_DUPLICADO,La Morena,82
Los Ajos,San Pablo a San Cristobal,Pacífico norte,Pacífico,False,12,0,DUPLICADO_EXACTO,Los ajos,100
Los Morenos,ND,ND,Golfo de California,False,12,0,POSIBLE_DUPLICADO,Los Morros,86
Paredones Prietos,Pendiente,Cerralvo,Golfo de California,False,12,0,POSIBLE_DUPLICADO,Paredones Rosas,81
Piedra  de Zúñiga,ND,ND,Golfo de California,False,12,0,DUPLICADO_EXACTO,Piedra de Zúñiga,100
Punta Estero,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,12,0,POSIBLE_DUPLICADO,Punta Pescadero,81
Punta norte,Pendiente,Cerralvo,Golfo de California,False,12,0,DUPLICADO_EXACTO,Punta Norte,100
Punta Piedra,ND,ND,Golfo de California,False,12,0,POSIBLE_DUPLICADO,Punta Prieta,83
Torero,ND,ND,Golfo de California,False,12,0,DUPLICADO_EXACTO,torero,100
Arbolitos,ND,ND,Golfo de California,False,11,0,DUPLICADO_PROBABLE,Arbolito,94
Arroyo largo,Puerto Nuevo,Pacífico norte,Pacífico,False,11,0,,,
Cantiles Amarillos,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,11,0,,,
El faro con el carrizo,ND,ND,Golfo de California,False,11,0,DUPLICADO_PROBABLE,Faro con El Carrizo,93
El Tacote,Pendiente,Cerralvo,Golfo de California,False,11,0,POSIBLE_DUPLICADO,El Tacón,82
Este de La Morena,CN-La Morena,Corredor norte,Golfo de California,False,11,0,POSIBLE_DUPLICADO,Sureste de La Morena,92
Este de Las Animas,CS-Las Animas,Corredor sur,Golfo de California,False,11,0,DUPLICADO_PROBABLE,Oeste de Las Animas,97
La Luna,ND,ND,Golfo de California,False,11,0,DUPLICADO_EXACTO,La luna,100
La pitaya,ND,ND,Golfo de California,False,11,0,DUPLICADO_EXACTO,La Pitaya,100
Las Palmas,ND,ND,Golfo de California,False,11,0,POSIBLE_DUPLICADO,Las Palmitas,91
Las Tinajitas,CN-Afuera de San Felipe,Corredor norte,Golfo de California,False,11,0,POSIBLE_DUPLICADO,Las Tijeritas,85
Afuera de Cabo Tosco,ND,ND,Golfo de California,False,10,0,POSIBLE_DUPLICADO,Fuera de Cabito,80
Afuera de El Mono,PNAES-Sureste,PNAES,Golfo de California,False,10,0,POSIBLE_DUPLICADO,Afuera de El Callo,80
Bajo Clam Bay,ND,ND,Golfo de California,False,10,0,,,
Cabito y El Faro,ND,ND,Golfo de California,False,10,0,,,
El Bufeo,ND,ND,Golfo de California,False,10,0,POSIBLE_DUPLICADO,El Bule,80
El Color de Rosa,Pendiente,Cerralvo,Golfo de California,False,10,0,,,
El Escondido,ND,ND,Golfo de California,False,10,0,DUPLICADO_EXACTO,El escondido,100
Francis,ND,ND,Golfo de California,False,10,0,POSIBLE_DUPLICADO,Francis 3,88
La Higuera,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,10,0,POSIBLE_DUPLICADO,La Huerta,84
La Luz,Pendiente,Cerralvo,Golfo de California,False,10,0,,,
La Rumalda,CN-Punta Berrendo,Corredor norte,Golfo de California,False,10,0,POSIBLE_DUPLICADO,Rumalda,82
Mar Adentro,ND,ND,Golfo de California,False,10,0,,,
Piedrita zuñiga,ND,ND,Golfo de California,False,10,0,DUPLICADO_PROBABLE,Piedra zuñiga,93
Punta Lobos,PNAES-Sureste,PNAES,Golfo de California,False,10,0,,,
Sur de La Morena,CN-La Morena,Corredor norte,Golfo de California,False,10,0,POSIBLE_DUPLICADO,Sureste de La Morena,89
Campo San Hipólito,San Hipólito,Pacífico norte,Pacífico,False,9,0,POSIBLE_DUPLICADO,San Hipólito,80
El bajito,ND,ND,Golfo de California,False,9,0,DUPLICADO_EXACTO,El Bajito,100
El Mangle Catalana,Pendiente,Cerralvo,Golfo de California,False,9,0,,,
El medano,ND,ND,Golfo de California,False,9,0,DUPLICADO_EXACTO,El Medano,100
Ensenada Verde,CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Ensenada Grande,83
Estero El Cardón,Estero El Cardón,San Ignacio,Pacífico,False,9,0,,,
Islote Norte,PNAES-Noroeste,PNAES,Golfo de California,False,9,0,,,
La Larga,ND,ND,Golfo de California,False,9,0,DUPLICADO_EXACTO,La larga,100
La Mesita,CS-El Atravesado,Corredor sur,Golfo de California,False,9,0,,,
La Pitayita,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,9,0,POSIBLE_DUPLICADO,La pitaya,90
Las Locas,Francis,Las Barrancas- San Juanico,Pacífico,False,9,0,POSIBLE_DUPLICADO,Las Loberas,80
Las Mojarras,ND,ND,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Las Morenas,78
Los Hornitos,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Los Morenos,78
Mágico,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,9,0,,,
Medano amarillo,ND,ND,Golfo de California,False,9,0,DUPLICADO_EXACTO,Medano Amarillo,100
Palo,Pendiente,Cerralvo,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Palito,80
Piedra del Swan,PNAES-Suroeste,PNAES,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Piedra del Layo,80
Piedra zuñiga,ND,ND,Golfo de California,False,9,0,DUPLICADO_EXACTO,piedra zuñiga,100
Rechinadora,ND,ND,Golfo de California,False,9,0,POSIBLE_DUPLICADO,La Rechinadora,88
Salina San José,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Isla San José,79
Sur de Isla Montserrat,CN-Bajo Sur Isla Montserrat,Corredor norte,Golfo de California,False,9,0,POSIBLE_DUPLICADO,Norte de Isla Montserrat,87
Afuera de Los Dolores,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Este de Los Dolores,80
Amortajado,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,8,0,,,
Diana,ND,ND,Golfo de California,False,8,0,,,
El Bajo 2 (El Sachi),Bajos de El Sachi,Pacífico norte,Pacífico,False,8,0,DUPLICADO_PROBABLE,El Bajo 1 (El Sachi),95
El Infiernito,Pendiente,Cerralvo,Golfo de California,False,8,0,,,
El Pozo,PNAES-Suroeste,PNAES,Golfo de California,False,8,0,DUPLICADO_EXACTO,El Pozo,100
El Púlpito,No Corredor,No Corredor,,False,8,0,POSIBLE_DUPLICADO,El Pulpo,89
Entrada de la Ballena,PNAES-Suroeste,PNAES,Golfo de California,False,8,0,,,
Frente a Punta Abreojos,ND,ND,Golfo de California,False,8,0,,,
Islote Agua Verde,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Este de Agua Verde,80
La Gaviota,Pendiente,Cerralvo,Golfo de California,False,8,0,POSIBLE_DUPLICADO,La Garcita,80
La linea,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,La Línea,100
La Mancha,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,La mancha,100
Lagunita,ND,ND,Golfo de California,False,8,0,,,
las 12,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,Las 12,100
Las 12 Millas,ND,ND,Golfo de California,False,8,0,DUPLICADO_PROBABLE,Las 25 Millas,92
Las Barrancas,ND,ND,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Las Burras,78
Las Caguamas,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,Las caguamas,100
Los Mayeles,Francis,Las Barrancas- San Juanico,Pacífico,False,8,0,,,
Los Pochos,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,Los pochos,100
Mezquite,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,8,0,,,
Norte de la Habana,CS-La Habana,Corredor sur,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Oeste de La Habana,89
Piedra de Loro,El Coyote,Pacífico norte,Pacífico,False,8,0,POSIBLE_DUPLICADO,Piedra de torero,87
Piedra La Partida,PNAES-Noroeste,PNAES,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Isla La Partida,81
Polaris,ND,ND,Golfo de California,False,8,0,DUPLICADO_PROBABLE,Polari,92
Puerto Escondido,ND,ND,Golfo de California,False,8,0,POSIBLE_DUPLICADO,El Escondido,79
Sachi,ND,ND,Golfo de California,False,8,0,DUPLICADO_EXACTO,sachi,100
Sur de Isla Espíritu Santo,PNAES-Sureste,PNAES,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Este de Isla Espíritu Santo,91
Sur de Punta Botella,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,8,0,POSIBLE_DUPLICADO,Punta Botella,79
3 Marcas,ND,ND,Golfo de California,False,7,0,POSIBLE_DUPLICADO,Las 3 marcas,80
Afuera Ensenada de Cortés,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,7,0,POSIBLE_DUPLICADO,Ensenada de Cortés,84
Brecha,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,brecha,100
Cabito y La Travesia,ND,ND,Golfo de California,False,7,0,POSIBLE_DUPLICADO,La Travesia y El Bajito,84
Cora,El Chicharrón,Las Barrancas- San Juanico,Pacífico,False,7,0,POSIBLE_DUPLICADO,Corona,80
El Batequi,ND,ND,Golfo de California,False,7,0,,,
El Borbollón,Canal Ojo de Liebre,Guerrero Negro,Pacífico,False,7,0,,,
El Chicharrón,El Chicharrón,Las Barrancas- San Juanico,Pacífico,False,7,0,POSIBLE_DUPLICADO,El Charro,82
El Faro Montserrat,CN-Bajo Sur Isla Montserrat,Corredor norte,Golfo de California,False,7,0,POSIBLE_DUPLICADO,Isla Montserrat,79
El Médano,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,El Medano,100
Este de Catalana,CN-Norte Isla Catalana,Corredor norte,Golfo de California,False,7,0,DUPLICADO_PROBABLE,Oeste de Catalana,97
La bocana,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,La Bocana,100
la gringa,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,La Gringa,100
La Kiko,ND,ND,Golfo de California,False,7,0,,,
La Mano,PNAES-Noroeste,PNAES,Golfo de California,False,7,0,,,
La Piedrita de zuñiga,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,La piedrita de zuñiga,100
La Ribera,ND,ND,Golfo de California,False,7,0,POSIBLE_DUPLICADO,La Freidera,80
Lila,ND,ND,Golfo de California,False,7,0,,,
Llamada,ND,ND,Golfo de California,False,7,0,POSIBLE_DUPLICADO,Llanada,86
Lora,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,lora,100
Los Cabos,No Corredor,No Corredor,,False,7,0,POSIBLE_DUPLICADO,Los Ajos,82
Piedra  de Zuñiga,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,Piedra de Zúñiga,100
Piedra de Afuera,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,Piedra de afuera,100
Piedra de Layo,ND,ND,Golfo de California,False,7,0,DUPLICADO_PROBABLE,Piedra del Layo,97
Piedra de zuñiga,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,Piedra de Zúñiga,100
Piedra del Layo,ND,ND,Golfo de California,False,7,0,DUPLICADO_EXACTO,piedra del layo,100
Tres marca,ND,ND,Golfo de California,False,7,0,DUPLICADO_PROBABLE,Tres Marcas,95
Afuera Piedrita,Costa Punta Abreojos,Pacífico norte,Pacífico,False,6,0,DUPLICADO_PROBABLE,Piedra Afuera,93
Bahía Asunción,Pendiente,Cerralvo,Golfo de California,False,6,0,,,
Bajo del Humo,Pendiente,Cerralvo,Golfo de California,False,6,0,POSIBLE_DUPLICADO,Bajo del Medio,81
Bajo Hondo,CN-Bajo Hondo,Corredor norte,Golfo de California,False,6,0,,,
bajo norte Catalana,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,Bajo Norte Catalana,100
Bocana,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,bocana,100
Caballo,Costa Punta Abreojos,Pacífico norte,Pacífico,False,6,0,,,
Canal de La Barcaza,Canal Ojo de Liebre,Guerrero Negro,Pacífico,False,6,0,,,
Canal San Lorenzo,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,6,0,POSIBLE_DUPLICADO,san lorenzo,79
Cejuda,ND,ND,Golfo de California,False,6,0,POSIBLE_DUPLICADO,La Cejuda,80
Cerro Barroso,CN-Tembabiche,Corredor norte,Golfo de California,False,6,0,,,
Cuevitas San José,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,6,0,,,
El Bajo 1 (El Sachi),Bajos de El Sachi,Pacífico norte,Pacífico,False,6,0,DUPLICADO_PROBABLE,El Bajo 2 (El Sachi),95
El Cochi,El Cochi,Las Barrancas- San Juanico,Pacífico,False,6,0,POSIBLE_DUPLICADO,El Monchi,82
Gaviotero,CS-Afuera de San Francisquito,Corredor sur,Golfo de California,False,6,0,,,
Hedionda,ND,ND,Golfo de California,False,6,0,,,
La caguama,ND,ND,Golfo de California,False,6,0,POSIBLE_DUPLICADO,La Caguamera,91
La Garcita,Pendiente,Cerralvo,Golfo de California,False,6,0,POSIBLE_DUPLICADO,Las Garcitas,91
La Lila,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,La lila,100
La Piedra del Pato,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,6,0,POSIBLE_DUPLICADO,Piedra del Layo,85
Las 11,ND,ND,Golfo de California,False,6,0,POSIBLE_DUPLICADO,Las 12,83
Las 25 Millas,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,Las 25 millas,100
Lomitas Blancas,ND,ND,Golfo de California,False,6,0,,,
Norte de El Atravesado,CS-El Atravesado,Corredor sur,Golfo de California,False,6,0,,,
Norte de San Evaristo,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,6,0,POSIBLE_DUPLICADO,El Morrito San Evaristo,82
Piedra de afuera,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,Piedra de Afuera,100
Piedra del Kino,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,Piedra del kino,100
piedra zuñiga,ND,ND,Golfo de California,False,6,0,DUPLICADO_EXACTO,Piedra zuñiga,100
Piedrita,ND,ND,Golfo de California,False,6,0,POSIBLE_DUPLICADO,La piedrita,84
Punta La Cocina,CS-Afuera de La Cocina,Corredor sur,Golfo de California,False,6,0,POSIBLE_DUPLICADO,Punta El Cochi,83
Punta Nopoló,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,6,0,,,
Subaru,ND,ND,Golfo de California,False,6,0,,,
Sureste de La Morena,CN-La Morena,Corredor norte,Golfo de California,False,6,0,DUPLICADO_PROBABLE,Suroeste de La Morena,98
Tio kiri,ND,ND,Golfo de California,False,6,0,,,
Trabalenguas,CS-El Atravesado,Corredor sur,Golfo de California,False,6,0,,,
12,ND,ND,Golfo de California,False,5,0,,,
Agua Caliente,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Aguascalientes,89
Arbolito,ND,ND,Golfo de California,False,5,0,DUPLICADO_PROBABLE,Arbolitos,94
Arroyo del Venado,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,5,0,,,
Bajito,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,bajito,100
Baqueta,Pendiente,Cerralvo,Golfo de California,False,5,0,DUPLICADO_EXACTO,Baqueta,100
Biznaga Catalana,CN-Norte Isla Catalana,Corredor norte,Golfo de California,False,5,0,,,
Canal Sal Si Puedes,CS-Afuera de Isla San José,Corredor sur,Golfo de California,False,5,0,,,
El Caladero PNAES,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,El Rodadero PNAES,82
El escondido,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,El Escondido,100
El Maguey,Pendiente,Cerralvo,Golfo de California,False,5,0,,,
El Mariscal,El Mariscal,Guerrero Negro,Pacífico,False,5,0,,,
El Torero,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Le torero,89
Estacudero,PNAES-Suroeste,PNAES,Golfo de California,False,5,0,,,
Este Isla San José,CS-Afuera de Palma Sola y Angelitos,Corredor sur,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Sur de Isla San José,84
Guamuchilito,Pendiente,Cerralvo,Golfo de California,False,5,0,,,
IES/Sureste,PNAES-Sureste,PNAES,Golfo de California,False,5,0,,,
Islita Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Islitas (Tembabiche),92
La Burbuja,Sebastián Vizcaíno,Guerrero Negro,Pacífico,False,5,0,POSIBLE_DUPLICADO,Bajo Burbujas,78
La Cuatería,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,La Carpintería,80
La Cueva,Pendiente,Cerralvo,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Las Cuevitas,80
La Garropera,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Garropera,86
