sitio,area,zona,region,es_aprobado,uso_faenas,uso_carnadas,flag_tipo,similar_a,similitud_pct
El Medano y El Coyote,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,El Coyote y El Medano,100
El Medano y El Monchi,ND,ND,Golfo de California,False,1,0,,,
El medano-La larga-Faro con faro,ND,ND,Golfo de California,False,1,0,,,
El Medano-Luna,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Medano,78
El Mochi-El Medano,ND,ND,Golfo de California,False,1,0,,,
El monchi,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,El Monchi,100
el muro,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,El Muro,100
"El muro, Brecha, El bufeo",ND,ND,Golfo de California,False,1,0,,,
El palito,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Jalito,89
El pallo,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,El Palo,93
El Palo,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,El pallo,93
El Paso,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Payo,86
El Pato Buzo,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
El Sachi - Los Arboles,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Arboles y El Sachi,91
El Sandoval,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Sandoval,84
El Saucito,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Sachita,80
El Teso,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
El Tio kirri enfrente de La Bocana,ND,ND,Golfo de California,False,1,0,,,
El torero y La piedrita,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,El Torero y La Piedrita,100
El Torero y La Piedrita,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,El torero y La piedrita,100
"El torero, el medano, la caguamera, la luna",ND,ND,Golfo de California,False,1,0,,,
El Tortulo,Afuera de La Costa,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,El Sorullo,80
El Troncón,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Rincón,84
El voyote,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Coyote,89
El zoruyo,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Soruyo,89
Ensenada de Muertos,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Ensenada de Cortés,81
Ensenada del Estero,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Ensenada de Muertos,79
Escondido y Brecha,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El escondido y burrera,80
Estero de Las Latas,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Estero de Las Barritas,88
Faro,ND,ND,Golfo de California,False,1,0,,,
"Faro con Faro ,Las tres marcas",ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las tres marcas y faro con faro,82
Faro con faro 4-5 Millas,ND,ND,Golfo de California,False,1,0,,,
Faro con faro y travesia.,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,"Faro con Faro, La Travesia",90
Faro con la baliza,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,El faro con la baliza,92
"Faro con la pila, sorullo orilla y tepes piedrita zuñiga abajito",ND,ND,Golfo de California,False,1,0,,,
Faro pila,ND,ND,Golfo de California,False,1,0,,,
Francis 3,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,POSIBLE_DUPLICADO,Francis,88
Frente a la Planta,Estero El Cardón,San Ignacio,Pacífico,False,1,0,DUPLICADO_EXACTO,Frente a La Planta,100
Frente al Bajo,ND,ND,Golfo de California,False,1,0,,,
Ful,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,,,
Gelo,ND,ND,Golfo de California,False,1,0,,,
"Gringa,escondido",ND,ND,Golfo de California,False,1,0,,,
gringa.larga,ND,ND,Golfo de California,False,1,0,,,
Hedyonda y arbolitos,ND,ND,Golfo de California,False,1,0,,,
Huacho,ND,ND,Golfo de California,False,1,0,,,
Huesos,ND,ND,Golfo de California,False,1,0,,,
Ia lila  afuera,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,La lila afuera,93
Isla Santos,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Isla San José,83
Islitas (Afuera de Los Burros),CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Afuera de Los Burros,80
Islitas (Tembabiche),CN-Tembabiche,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Islita Tembabiche,92
Islote Los Lobos,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
"Jedionda,,arbolitos",ND,ND,Golfo de California,False,1,0,,,
kino,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Kino,100
Kino. Bufeo,ND,ND,Golfo de California,False,1,0,,,
La Bala,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Baliza,88
La Ballenita,CN-Costa de La Ballena a San Mateo,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Ballena,91
La Baqueta,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Baqueta,82
La Bart,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Barrita,82
"La bocana ,El Torero y El Bajito",ND,ND,Golfo de California,False,1,0,,,
La Bocana y La Pitahaya,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La Pitahaya y La Bocana,100
"La Bocana,Piedrita, Kino",ND,ND,Golfo de California,False,1,0,,,
La bocanita,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La Bocanita,100
"La brecha , faro baliza",ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Faro con la baliza,78
La brecha y torero,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Brecha y La Travesia,79
"La Brecha, El Coyote, Bajo",ND,ND,Golfo de California,False,1,0,,,
La Bulo,ND,ND,Golfo de California,False,1,0,,,
La caguamera,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La Caguamera,100
La cahuamela,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Caguamera,83
La Cañada de Agua,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
La Chalatilla,ND,ND,Golfo de California,False,1,0,,,
La Chichita,PNAES-Noroeste,PNAES,Golfo de California,False,1,0,,,
La Cucaracha,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
La Domi,ND,ND,Golfo de California,False,1,0,,,
La gringa,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La Gringa,100
La Gringa hacia arriba,ND,ND,Golfo de California,False,1,0,,,
La Gringa y Las  doce,ND,ND,Golfo de California,False,1,0,,,
La Guerona,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,POSIBLE_DUPLICADO,La Higuera,80
La Linea,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La Línea,100
La Lora y La Gringa,ND,ND,Golfo de California,False,1,0,,,
La luna- La caguamera,ND,ND,Golfo de California,False,1,0,,,
La mancha blanca,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,La mancha bancla,94
La Nalga,CS-Costa de San Francisquito,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Bala,80
La Napi Mody,ND,ND,Golfo de California,False,1,0,,,
La Ola San Ignacio,La Barra,Pacífico norte,Pacífico,False,1,0,,,
La Palmita Cerralvo,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Reynita Cerralvo,79
La Peque,Costa Punta Abreojos,Pacífico norte,Pacífico,False,1,0,,,
La Piedra de La Ventana,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
La Piedrita,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La piedrita,100
La Piefrita de Zuñiga y El Torero,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,"El Torero, piedra de zuñiga",83
La Pitaya,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,La pitaya,100
La Posita,CS-Bajos del sur,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Costa,82
La Poza,CS-Bajos del sur,Corredor sur,Golfo de California,False,1,0,,,
La Rechinadora y el Campamento,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Campamento y La Rechinadora,95
La Salinera,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Línea,84
La Sierrita,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La piedrita,82
La Torera,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Tintorera,86
La Travesia y El Bajito,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Cabito y La Travesia,84
Laguna El Paso,ND,ND,Golfo de California,False,1,0,,,
Larga,ND,ND,Golfo de California,False,1,0,,,
Larga (afuera),ND,ND,Golfo de California,False,1,0,,,
Larga (Orilla),ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Lora orilla,80
Las 11 millas,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Las 12 Millas,92
las 12 y 14,ND,ND,Golfo de California,False,1,0,,,
Las 12 y La Brecha,ND,ND,Golfo de California,False,1,0,,,
las 12. piedrita zuñiga,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Piedrita de zuñiga,86
Las 27,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las 12,83
Las 28,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las 12,83
Las 3 marcas por fuera,ND,ND,Golfo de California,False,1,0,,,
Las Abas,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las Abis,88
Las Abis,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las Abas,88
Las Altas,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las Palmitas,86
Las caguamas,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Las Caguamas,100
Las casitas,Afuera de Puerto Nuevo,Pacífico norte,Pacífico,False,1,0,DUPLICADO_EXACTO,Las Casitas,100
Las catorces,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Las Cruces,82
"Las doce ,El payo ,El sorullo",ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Las doce El Payo y el sorullo,93
"Las Doce ,Los Tepes",ND,ND,Golfo de California,False,1,0,,,
Las doce El Payo y el sorullo,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,"Las doce ,El payo ,El sorullo",93
Las Palmitas,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Palmita,91
Las Tarabillas,PNAES-Noroeste,PNAES,Golfo de California,False,1,0,,,
Las tres marcas y faro con faro,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,"Faro con Faro ,Las tres marcas",82
Las tres marcas-el soruyo,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Las tres marcas-El Soruyo,100
Las Vickys,ND,ND,Golfo de California,False,1,0,,,
Layo,ND,ND,Golfo de California,False,1,0,,,
Le torero,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Torero,89
Linea bocana,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Bocana linea,100
Linea Bocana,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Bocana linea,100
Lobera,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Lobera,80
Lod arbolitos,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Los Arbolitos,92
Lok 3,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,,,
Loncho,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Moncho,83
Lora-las doce,ND,ND,Golfo de California,False,1,0,,,
Los 3 Extranjeros,ND,ND,Golfo de California,False,1,0,,,
Los arboles el sachi y la gringa,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Arboles y El Sachi,81
Los Arboles y El Sachi,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Arbolitos y El Sachi,91
Los arboles y La Lora,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Los Arboles y La Lora,100
Los Arboles y La Lora,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Los arboles y La Lora,100
Los Arbolitos  y La Travesia,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Arbolitos y La Brecha,85
Los Choques,ND,ND,Golfo de California,False,1,0,,,
Los Cisnes,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,1,0,,,
Los Cortados,ND,ND,Golfo de California,False,1,0,,,
Los Gavilanes,CN-Costa de La Ballena a San Mateo,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Gavilán,78
Los Pinos,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Pericos,80
Los pocho,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Los Pochos,95
Los sebolitos,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Arbolitos,85
Los Tetis 3,ND,ND,Golfo de California,False,1,0,,,
Los Wilos,ND,ND,Golfo de California,False,1,0,,,
Los Yicos,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Los Pericos,80
Luna,ND,ND,Golfo de California,False,1,0,,,
Lupe,ND,ND,Golfo de California,False,1,0,,,
Madano,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Medano,83
Mancha,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,mancha,100
Marcas Pierneras,CS-Bajos del sur,Corredor sur,Golfo de California,False,1,0,,,
Masmas,ND,ND,Golfo de California,False,1,0,,,
Mayel 2,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,POSIBLE_DUPLICADO,Mayel 8,86
Mayel 8,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,POSIBLE_DUPLICADO,Mayel 2,86
"medano ,y torero",ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Torero y Medano,84
Medano Amarillo y Faro s.h,ND,ND,Golfo de California,False,1,0,,,
Medano de Las Maromas,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
Medano-coyote,ND,ND,Golfo de California,False,1,0,,,
Medano-torero,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Torero y Medano,86
"medano,caguamera",ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,"medano,caguamera,",97
"medano,caguamera,",ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,"medano,caguamera",97
Meganito Rama Verde,ND,ND,Golfo de California,False,1,0,,,
Megano amarillo y bajo aguilar,ND,ND,Golfo de California,False,1,0,,,
Miguel Babas,ND,ND,Golfo de California,False,1,0,,,
Monchi,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Moncho,83
"Monchi.. Brecha ,pargo",ND,ND,Golfo de California,False,1,0,,,
Moro Chuy,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
Moro Nemito,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
Morro de Chivato,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,1,0,,,
Morro del Cuchillo,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
"Muro, brecha",ND,ND,Golfo de California,False,1,0,,,
"Muro,gringa,toby",ND,ND,Golfo de California,False,1,0,,,
"Muro,la luna,bachiCha tepes bajo aguilar",ND,ND,Golfo de California,False,1,0,,,
Noroeste del Calabozo,CS-La Travesia,Corredor sur,Golfo de California,False,1,0,,,
Norte de Isla Espíritu Santo,PNAES-Noroeste,PNAES,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Oeste de Isla Espíritu Santo,93
Pabos 9,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,POSIBLE_DUPLICADO,Pabos 4,86
"Pallo, las 12",ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,"Pallo, y las 12",93
Palo Dorado,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Palo Parado,82
Paraje de Huajaco,CS-El Coyote,Corredor sur,Golfo de California,False,1,0,,,
Paredones Rosas,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Paredones Prietos,81
Pavos 1,ND,ND,Golfo de California,False,1,0,,,
Piedra Ancha,ND,ND,Golfo de California,False,1,0,,,
Piedra de Gelo,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Piedra del Gelo,97
Piedra de La Luna,Afuera de El Coyote,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,Area de la luna,81
Piedra de Los Panchos,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Piedra de Los Sanchez,80
Piedra del kino,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Piedra del Kino,100
Piedra del Moreno,Punta Abreojos Oeste,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,Piedra del Morro,91
Piedra del Rincón,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Piedra del Rino,94
Piedra del Trini,El Coyote,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,Piedra del Rino,90
Piedra I,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Piedra,82
Piedra Papo,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Piedra,80
Piedra Zuñiga,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Piedra zuñiga,100
"Piedra zuñiga , la luna",ND,ND,Golfo de California,False,1,0,,,
Piedra zuñiga p/fuera,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Piedra de Zúñiga,81
Piedras del megano,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Piedra del Moreno,86
Piedrita Tenes,ND,ND,Golfo de California,False,1,0,,,
piedrita zuñiga y trave,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,torero y piedrita zuñiga,89
Pikacho con el tekolotito,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El pikacho con el tecolote,82
"Pitaya,bocana,rechi,linea",ND,ND,Golfo de California,False,1,0,,,
Pocho,El Coyote,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,pochos,91
Pochos y torero,ND,ND,Golfo de California,False,1,0,,,
Podrá de Zúñiga,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Piedra de Zúñiga,90
Polary,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Polari,83
Puerto De Agua Brava,ND,ND,Golfo de California,False,1,0,,,
Puerto de Punta Prieta,San Hipólito,Pacífico norte,Pacífico,False,1,0,,,
Puerto Gata,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Puerto Gatos,87
Pulpito,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El Púlpito,82
Pulpos,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,,,
Punta Cajón,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,1,0,,,
Punta Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Santa Cruz,80
Punta de Arriba,ND,ND,Golfo de California,False,1,0,,,
Punta Don Pancho,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,1,0,,,
Punta Perico,CN-Isla Montserrat,Corredor norte,Golfo de California,False,1,0,,,
Punta San Gabriel,PNAES-Suroeste,PNAES,Golfo de California,False,1,0,POSIBLE_DUPLICADO,San Gabriel,79
Punta-medanos,ND,ND,Golfo de California,False,1,0,,,
Rafita,ND,ND,Golfo de California,False,1,0,,,
"Rechi, bocana",ND,ND,Golfo de California,False,1,0,,,
Risco,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
Roca Solitaria,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,1,0,,,
Rumalda,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,La Rumalda,82
sachi,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Sachi,100
sachi arbolitos,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Arbolitos y sachi,94
Sachi y arboles,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Arbolitos y sachi,88
Sachi y Arbolitos,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Arbolitos y sachi,100
Sachital,ND,ND,Golfo de California,False,1,0,DUPLICADO_PROBABLE,Sachita,93
Sagualicoi,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,1,0,,,
San Luis Potosí,Pendiente,Cerralvo,Golfo de California,False,1,0,,,
Santa Clara,Pendiente,Cerralvo,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Santa Martha,78
Santos,ND,ND,Golfo de California,False,1,0,,,
sorullo,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Sorullo,100
Sorullo ala orilla,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Sorullo orilla,88
"Sorullo, La Lora",ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Sorullo ala orilla,82
Sur de El Berrendo,CN-Bajo Berrendo,Corredor norte,Golfo de California,False,1,0,,,
Sur de Las Loberas,CS-Barra La Lobera,Corredor sur,Golfo de California,False,1,0,,,
Sur del Amortajado,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,1,0,,,
"Tata ray, gringa",ND,ND,Golfo de California,False,1,0,,,
Tecolote con el picaho,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,El picacho con el tecolote,92
Tepec,Afuera de El Coyote,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,Tepe,89
Tepes del soruyo afuera,ND,ND,Golfo de California,False,1,0,,,
Tepes monchi,ND,ND,Golfo de California,False,1,0,,,
Tepes y torero,ND,ND,Golfo de California,False,1,0,,,
"Tepetate, Faro con Faro y X",ND,ND,Golfo de California,False,1,0,,,
Tepetates y Bufeo,ND,ND,Golfo de California,False,1,0,,,
Tobi,ND,ND,Golfo de California,False,1,0,,,
Topolobampo,ND,ND,Golfo de California,False,1,0,,,
Torero y Medano,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,Medano-torero,86
torero y piedrita zuñiga,ND,ND,Golfo de California,False,1,0,POSIBLE_DUPLICADO,piedrita zuñiga y trave,89
Trampas,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,,,
Tres marcas,ND,ND,Golfo de California,False,1,0,DUPLICADO_EXACTO,Tres Marcas,100
Tres Marcas y Las 12,Bajos de El Sachi,Pacífico norte,Pacífico,False,1,0,POSIBLE_DUPLICADO,Las tres marcas,86
Trompo 1,Francis,Las Barrancas- San Juanico,Pacífico,False,1,0,,,
Uña de Gato,CS-Potrero-Cerritos Verdes,Corredor sur,Golfo de California,False,1,0,,,
Yico,ND,ND,Golfo de California,False,1,0,,,
Baqueta,Francis,Las Barrancas- San Juanico,Pacífico,False,0,0,DUPLICADO_EXACTO,Baqueta,100
El Bajito,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,El bajito,100
El Bajo,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,El Bajo,100
El Barco,Estero El Cardón,San Ignacio,Pacífico,False,0,0,DUPLICADO_EXACTO,El Barco,100
El Coyote,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,El coyote,100
El Pozo,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,El Pozo,100
Estero,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Estero,100
La Barra,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,La Barra,100
La Bawa,Pendiente,Cerralvo,Golfo de California,False,0,0,POSIBLE_DUPLICADO,La Bala,86
La Bocana,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,La bocana,100
La Brecha,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,La brecha,100
La Gringa,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,la gringa,100
La Pitahaya,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,La Pitahaya,100
La Travesia,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,La Travesía,100
La Ventana,Costa de Ojo de Liebre,Guerrero Negro,Pacífico,False,0,0,DUPLICADO_EXACTO,La Ventana,100
Las 35,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Las 35,100
Las Flores,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Las Flores,100
Las Garcitas,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Las Garcitas,100
Las Tijeras,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Las Tijeras,100
Los Muertos,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Los Muertos,100
Los Paredones,Costa de Ojo de Liebre,Guerrero Negro,Pacífico,False,0,0,DUPLICADO_EXACTO,Los Paredones,100
Los Pargos,Francis,Las Barrancas- San Juanico,Pacífico,False,0,0,DUPLICADO_EXACTO,Los Pargos,100
Lugar/ Sitio de pesca,Area de Pesca,Zona de pesca,,False,0,0,,,
Pimientillo,ND,ND,Golfo de California,False,0,0,,,
Punta Pescadero,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,Punta Pescadero,100
San Juanico,ND,ND,Golfo de California,False,0,0,DUPLICADO_EXACTO,San Juanico,100
